list_name,name,label::english
a3_sub_district,YE151223,Ash Shuwayfah
a3_sub_district,YE151321,Ad Dabah
a3_sub_district,YE151322,Ash Sharaf - As Silw
a3_sub_district,YE151323,Ad Diah
a3_sub_district,YE151324,Al Okayshah
a3_sub_district,YE151325,Al Huribah
a3_sub_district,YE151326,Al Qabilah
a3_sub_district,YE151327,Al Ashub - As Silw
a3_sub_district,YE151328,Al Mashjub
a3_sub_district,YE151329,Adh Dhahrin
a3_sub_district,YE151330,Salat Quradah
a3_sub_district,YE151331,Al Wadar
a3_sub_district,YE151421,Sharjab
a3_sub_district,YE151422,Ar Rubaysah
a3_sub_district,YE151423,Al Madahij
a3_sub_district,YE151424,Al Mashariqah
a3_sub_district,YE151425,Bani Ghazi
a3_sub_district,YE151426,Jabal Sabran
a3_sub_district,YE151427,Al Qurayshah
a3_sub_district,YE151428,Al Hadarim
a3_sub_district,YE151429,Adim
a3_sub_district,YE151430,Dhubhan
a3_sub_district,YE151431,At Turbah - Ash Shamayatayn
a3_sub_district,YE151432,Al Azaiz
a3_sub_district,YE151433,Bani Shaybah Al Gharb
a3_sub_district,YE151434,Bani Omar - Ash Shamayatayn
a3_sub_district,YE151435,Al Masahin
a3_sub_district,YE151436,Az Zaazi
a3_sub_district,YE151437,Rasin
a3_sub_district,YE151438,Al Alqamah
a3_sub_district,YE151439,Ash Shamayah Al Gharbyah
a3_sub_district,YE151440,Al Badhijah
a3_sub_district,YE151441,Al Kuwayrah
a3_sub_district,YE151442,Bani Mohammad - Ash Shamayatayn
a3_sub_district,YE151443,Bani Shaybah Ash Sharq
a3_sub_district,YE151444,Al Maqarimah
a3_sub_district,YE151445,Az Zakirah
a3_sub_district,YE151446,Duba Ad Dakhil
a3_sub_district,YE151447,Ar Rijayah
a3_sub_district,YE151448,Duba Al Kharij
a3_sub_district,YE151449,As Safyah - Ash Shamayatayn
a3_sub_district,YE151450,As Sanah Zurayqah
a3_sub_district,YE151451,Al Asabih - Ash Shamayatayn
a3_sub_district,YE151452,Al Hanan
a3_sub_district,YE151453,Ash Shamayah Ash Sharqiyah
a3_sub_district,YE151521,Al Mashawlah - Al Waziyah
a3_sub_district,YE151522,Adh Dharifah
a3_sub_district,YE151523,As Suwaydaa
a3_sub_district,YE151524,Al Bukarah
a3_sub_district,YE151525,Al Ahyuq
a3_sub_district,YE151621,Al Aruq
a3_sub_district,YE151622,Al Aghabirah
a3_sub_district,YE151623,Al Abus
a3_sub_district,YE151624,Al Athawir
a3_sub_district,YE151625,Al Ahkum - Hayfan
a3_sub_district,YE151721,Al Mudhaffar
a3_sub_district,YE151821,Al Qahirah
a3_sub_district,YE151921,Salah
a3_sub_district,YE152021,Ash Shabanyah As Sufla
a3_sub_district,YE152022,Ash Shabanyah Al Olya
a3_sub_district,YE152023,Al Hashamah
a3_sub_district,YE152024,Al Haymah As Sufla
a3_sub_district,YE152025,Al Haymah Al Olya
a3_sub_district,YE152026,Az Zawaqir
a3_sub_district,YE152027,Mikhlaf Asfal
a3_sub_district,YE152028,Al Ajud - At Taiziyah
a3_sub_district,YE152029,Ad Duaysah
a3_sub_district,YE152030,Ash Shuhnah
a3_sub_district,YE152031,Al Qusaybah
a3_sub_district,YE152032,Al Masnah
a3_sub_district,YE152033,Al Jadi
a3_sub_district,YE152034,Qiyad
a3_sub_district,YE152035,Hadhran
a3_sub_district,YE152036,Ar Rubayi
a3_sub_district,YE152037,Al Janadyah Al Olya
a3_sub_district,YE152038,Al Amur - At Taiziyah
a3_sub_district,YE152039,Al Esrar
a3_sub_district,YE152040,Al Janadyah As Sufla
a3_sub_district,YE152121,Al Kalabah
a3_sub_district,YE152122,Al Jibzyah
a3_sub_district,YE152123,As Sanah - Al Ma'afer
a3_sub_district,YE152124,Al Suwaa
a3_sub_district,YE152125,Al Anbuh Al Ala
a3_sub_district,YE152126,Ash Shubah
a3_sub_district,YE152127,Al Mashawilah - Al Maafer
a3_sub_district,YE152221,Qadas - Al Mawasit
a3_sub_district,YE152222,Al Alum
a3_sub_district,YE152223,Bani Hamad
a3_sub_district,YE152224,Bani Yusuf - Al Mawasit
a3_sub_district,YE152225,Bani Abas - Al Mawasit
a3_sub_district,YE152226,Akhmur
a3_sub_district,YE152227,Al Ayfu
a3_sub_district,YE152321,Sami
a3_sub_district,YE160121,Al Yatamah
a3_sub_district,YE160122,Ash Shaf
a3_sub_district,YE160123,Ar Rayan
a3_sub_district,YE160124,Wadi Khab
a3_sub_district,YE160221,Al Humaydat
a3_sub_district,YE160222,As Salal
a3_sub_district,YE160223,Al Waghirah
a3_sub_district,YE160224,Numan - Al Humaydat
a3_sub_district,YE160321,Hissn Bani Sad
a3_sub_district,YE160322,Aal Shinan Forts
a3_sub_district,YE160421,Az Zahir - Al Jawf
a3_sub_district,YE160422,As Samum
a3_sub_district,YE160423,Al Oqdah
a3_sub_district,YE160424,Al Mabna
a3_sub_district,YE160425,Suq Adam
a3_sub_district,YE160521,Hamdan - Al Hazm
a3_sub_district,YE160522,Dhu Al Husayn
a3_sub_district,YE160523,As Sayl
a3_sub_district,YE160621,Al Mutun
a3_sub_district,YE160622,Bin Shihab
a3_sub_district,YE160721,Al Maslub
a3_sub_district,YE160821,Al Ghayl
a3_sub_district,YE160921,Ar Rawd
a3_sub_district,YE161021,Al Anan
a3_sub_district,YE161022,Dhu Musa
a3_sub_district,YE161023,Dhu Zayd
a3_sub_district,YE161024,Rahub
a3_sub_district,YE161025,Aal Ahmad Bin Kul
a3_sub_district,YE161026,Al Maatirah
a3_sub_district,YE161027,Aal Salah
a3_sub_district,YE161028,Aal Duminah
a3_sub_district,YE161029,Aal Salim
a3_sub_district,YE161030,Aal Sulayman
a3_sub_district,YE161121,Rajuzah
a3_sub_district,YE161122,Al Arin
a3_sub_district,YE161123,As Sarar
a3_sub_district,YE161124,Wadi Bani Nawf
a3_sub_district,YE161125,Dahyah
a3_sub_district,YE161126,Al Ardyah
a3_sub_district,YE161127,Al Qirshah
a3_sub_district,YE161128,Al Majlah
a3_sub_district,YE161129,Al Khashah
a3_sub_district,YE161130,Madajir
a3_sub_district,YE161131,Al Bihbahah
a3_sub_district,YE161221,Al Muranah
a3_sub_district,YE161222,Al Kharab
a3_sub_district,YE161223,Ash Shuaraa
a3_sub_district,YE161224,Hayjan
a3_sub_district,YE170121,Azman
a3_sub_district,YE170122,Dhu Mohammed wa Dhu Husayn
a3_sub_district,YE170123,Sabran
a3_sub_district,YE170124,Al Otn
a3_sub_district,YE170125,Fas
a3_sub_district,YE170221,Harad
a3_sub_district,YE170222,Al Atnah
a3_sub_district,YE170223,Al Faj
a3_sub_district,YE170224,Ash Shiab - Harad
a3_sub_district,YE170225,Bani Al Haddad - Harad
a3_sub_district,YE170321,Bani Midi
a3_sub_district,YE170322,Bani Al Ati
a3_sub_district,YE170323,Al Jadah
a3_sub_district,YE170324,Bani Fayd
a3_sub_district,YE170349,Midi Islands
a3_sub_district,YE170421,Bani Hasan - Abs
a3_sub_district,YE170422,Bani Thawab
a3_sub_district,YE170423,Bani Odabi
a3_sub_district,YE170424,Al Wasat - Abs
a3_sub_district,YE170425,Matwalah
a3_sub_district,YE170426,Al Bataryah
a3_sub_district,YE170427,Qatabah - Abs
a3_sub_district,YE170521,Ad Dir
a3_sub_district,YE170522,Bani Fadil
a3_sub_district,YE170621,Gharb Mustabaa
a3_sub_district,YE170622,Sharq Mustabaa
a3_sub_district,YE170623,Sharq Mustabaa Al Aqsa
a3_sub_district,YE170721,Khamis Al Yazidi
a3_sub_district,YE170722,Khamis Al Qadi
a3_sub_district,YE170723,Anhum Ash Sharq
a3_sub_district,YE170724,Al Himarayin
a3_sub_district,YE170725,Ahim Bani Shahr
a3_sub_district,YE170726,Bani Dawud
a3_sub_district,YE170727,Anhum al Gharb
a3_sub_district,YE170728,Ahim
a3_sub_district,YE170729,Al Abisah + Al Abadilah
a3_sub_district,YE170821,Al Jamimah
a3_sub_district,YE170822,Khutwat Al Himarayn
a3_sub_district,YE170823,Baqarah Al Gharbyah
a3_sub_district,YE170824,Masahir Mur
a3_sub_district,YE170825,Baqarah Ash Sharqiyah wa Al Wista
a3_sub_district,YE170826,Wadi Ghamis
a3_sub_district,YE170827,Dhahai
a3_sub_district,YE170828,Jafnah
a3_sub_district,YE170829,Maswya
a3_sub_district,YE170921,Bani Kab
a3_sub_district,YE170922,Afsar
a3_sub_district,YE170923,Bani Al Mahdi
a3_sub_district,YE170924,Nusan
a3_sub_district,YE170925,Madwam
a3_sub_district,YE171021,Bani Harbi
a3_sub_district,YE171022,Bani Abu Hadi wa Al Obad
a3_sub_district,YE171023,Bani Al Harith - Aflah Ash Sham
a3_sub_district,YE171024,Bani Hafidh wa Al Makarimah
a3_sub_district,YE171121,Ad Dani - Khayran Al Muharraq
a3_sub_district,YE171122,Masruh
a3_sub_district,YE171123,Bani Hamlah
a3_sub_district,YE171124,Sharqi Al Khamisin
a3_sub_district,YE171125,Gharbi Al Khamisin
a3_sub_district,YE171221,Aslam Al Yemen
a3_sub_district,YE171222,Aslam Ash Sham
a3_sub_district,YE171223,Aslam Al Wasat
a3_sub_district,YE171321,Bani Jil
a3_sub_district,YE171322,Ad Dani - Qafl Shammar
a3_sub_district,YE171323,Al Mikhlaf - Qafl Shammar
a3_sub_district,YE171324,Shamrin
a3_sub_district,YE171421,Jyah
a3_sub_district,YE171422,Al Juwan wa Al Qatabiyah
a3_sub_district,YE171423,Bani Yamur
a3_sub_district,YE171424,Bani Falah - Aflah Al Yaman
a3_sub_district,YE171425,Bani Yus
a3_sub_district,YE171521,Al Mahabishah
a3_sub_district,YE171522,Hajar
a3_sub_district,YE171523,Al Makhawis
a3_sub_district,YE171524,Bani Maji
a3_sub_district,YE171525,Bani Haydan
a3_sub_district,YE171621,Al Jabr Al Ala
a3_sub_district,YE171622,Alkamah
a3_sub_district,YE171623,Al Jabr Al Asfal
a3_sub_district,YE171624,Al Jabr Ash Sharqi
a3_sub_district,YE171721,Wakyah
a3_sub_district,YE171722,Bani Judilah
a3_sub_district,YE171723,Nisa
a3_sub_district,YE171821,Kuhlan - Kuhlan Afar
a3_sub_district,YE171822,Azzan
a3_sub_district,YE171823,Bani At Tarabi
a3_sub_district,YE171824,Bani Oshb
a3_sub_district,YE171825,Qaydan
a3_sub_district,YE171826,Ad Duqimi
a3_sub_district,YE171827,Bani Mawhab
a3_sub_district,YE171828,Afar
a3_sub_district,YE171921,Sharis Al Ala
a3_sub_district,YE171922,Sharis Al Asfal
a3_sub_district,YE171923,Bait Qadam
a3_sub_district,YE172021,Mabyan
a3_sub_district,YE172022,Al Jabr
a3_sub_district,YE172023,Al Adbah
a3_sub_district,YE172024,Bani Okab
a3_sub_district,YE172025,Bani Ash Shumi
a3_sub_district,YE172026,Al Marahibah
a3_sub_district,YE172027,Adh Dhafir
a3_sub_district,YE172121,Al Amrur
a3_sub_district,YE172122,Janib Ash Sham
a3_sub_district,YE172123,Janib Al Yemen
a3_sub_district,YE172124,Mudikhah
a3_sub_district,YE172221,Bani Nashr
a3_sub_district,YE172222,Ath Thulth - Kuaydinah
a3_sub_district,YE172223,Suwakh
a3_sub_district,YE172224,Aslam Nashir
a3_sub_district,YE172225,As Sakabah wa Al Himarayin
a3_sub_district,YE172226,Al Gharbi - Kuaydinah
a3_sub_district,YE172227,Kuaydinah
a3_sub_district,YE172321,Mufrih wa Tafyan
a3_sub_district,YE172322,Al Omaysi - Wadrah
a3_sub_district,YE172323,Al Qahtani
a3_sub_district,YE172324,Wadrah
a3_sub_district,YE172325,An Nussayri
a3_sub_district,YE172326,Daqin wa Al Hinak
a3_sub_district,YE172421,Rub Masud
a3_sub_district,YE172422,Rub Al Buni
a3_sub_district,YE172423,Rub Hafj
a3_sub_district,YE172424,Rub Ash Shamri
a3_sub_district,YE172521,Qalat Hamid
a3_sub_district,YE172522,Al Bajalyah
a3_sub_district,YE172523,Al Muzawitah
a3_sub_district,YE172524,Adaid
a3_sub_district,YE172525,Jabal Ash Shaghadirah
a3_sub_district,YE172526,Al Matan
a3_sub_district,YE172527,Dahim
a3_sub_district,YE172528,As Swalymah
a3_sub_district,YE172529,Al Hawasilah - Ash shaghadirah
a3_sub_district,YE172530,Al Miswah
a3_sub_district,YE172621,Qudam - Najrah
a3_sub_district,YE172622,Dawas
a3_sub_district,YE172623,Ash Sharqi
a3_sub_district,YE172624,Ash Shaathimah
a3_sub_district,YE172625,Al Kabah
a3_sub_district,YE172626,Al Qilah
a3_sub_district,YE172721,Radman
a3_sub_district,YE172722,Al Arif
a3_sub_district,YE172723,Bani Adh Dhuad
a3_sub_district,YE172724,Jabal Namir
a3_sub_district,YE172725,Bani Al Qudami
a3_sub_district,YE172726,Bani Al Awam
a3_sub_district,YE172727,Bani Ghushaym - Bani Al Awam
a3_sub_district,YE172728,Qitat As Surabi
a3_sub_district,YE172821,Hajjah City
a3_sub_district,YE172822,Qudam - Hajjah City
a3_sub_district,YE172823,Hamlan
a3_sub_district,YE172824,Abs - Hajjah City
a3_sub_district,YE172921,Harbah
a3_sub_district,YE172922,Jabal Ayan
a3_sub_district,YE172923,Al Mimari
a3_sub_district,YE172924,Bani Ali - Hajjah
a3_sub_district,YE172925,Al Ghuzi
a3_sub_district,YE172926,An Nafish
a3_sub_district,YE172927,Khawlan - Hajjah
a3_sub_district,YE173021,Dain
a3_sub_district,YE173022,Bani Rizq
a3_sub_district,YE173023,Bani Hani
a3_sub_district,YE173024,Bani Sad
a3_sub_district,YE173121,Qarrah
a3_sub_district,YE180121,Az Zuhrah Rub Al Wadi
a3_sub_district,YE180122,Al Farantah
a3_sub_district,YE180123,Rub Al Wasat
a3_sub_district,YE180124,Rub Ash Sham - Az Zuhrah
a3_sub_district,YE180125,Ar Rub Ash Sharqi - Az Zuhrah
a3_sub_district,YE180126,Al Khushm
a3_sub_district,YE180221,Bani Jami (Rub Adyah)
a3_sub_district,YE180222,Rub Al Hadrami - Alluhayah
a3_sub_district,YE180223,Rub Ash Sham - Alluhayah
a3_sub_district,YE180224,Mur wa Rub Al Wadi
a3_sub_district,YE180226,Az Zaliyah Rub As Samali
a3_sub_district,YE180227,Az Zaliyah Rub Al Mahjub
a3_sub_district,YE180228,Rub Al Maqrani Az Zaliyah
a3_sub_district,YE180229,Az Zaliyah Rub Abak
a3_sub_district,YE180230,Al Bujyah
a3_sub_district,YE180231,Rub Al Flu
a3_sub_district,YE180232,Rub Al Hajn (Bani Jami)
a3_sub_district,YE180233,Al Khubah
a3_sub_district,YE180240,Al Luhayah Islands
a3_sub_district,YE180241,Tikfash Island
a3_sub_district,YE180247,Zurban Island
a3_sub_district,YE180248,Adh Dhahair Island
a3_sub_district,YE180249,Al Jawsak Island
a3_sub_district,YE180251,Humar Island
a3_sub_district,YE180253,Al Kus Island
a3_sub_district,YE180254,Al Kus As Saghir Island
a3_sub_district,YE180255,Al Kutama Island
a3_sub_district,YE180256,Al Maswadak Island
a3_sub_district,YE180257,Kadman As Saghir Island
a3_sub_district,YE180258,Kadman Al Kabir Island
a3_sub_district,YE180259,Rub Ad Dus
a3_sub_district,YE180260,Al Mark Island
a3_sub_district,YE180266,Bahijah Island
a3_sub_district,YE180267,Frayah Island
a3_sub_district,YE180269,Mukhaydiri Island
a3_sub_district,YE180270,Yumna Island
a3_sub_district,YE180271,Anayib Island
a3_sub_district,YE180272,Labwan Island
a3_sub_district,YE180273,Antufish Island
a3_sub_district,YE180277,Duhayrimah Island (Drima)
a3_sub_district,YE180321,Kamaran Island
a3_sub_district,YE180323,Jabal At Tayr Island
a3_sub_district,YE180335,Aqban Kabir Island
a3_sub_district,YE180336,Al Budhi Island
a3_sub_district,YE180421,As Salif
a3_sub_district,YE180521,Rub Al Qahm
a3_sub_district,YE180621,Kasharib
a3_sub_district,YE180622,Bani Mahdi - Al Qanawis
a3_sub_district,YE180623,Al Quzi
a3_sub_district,YE180624,Al Mahadilah
a3_sub_district,YE180625,Al Maqaishah
a3_sub_district,YE180721,Az Zaydyah
a3_sub_district,YE180722,Al Hashabirah
a3_sub_district,YE180723,Al Qubayah
a3_sub_district,YE180724,Al Atawiyah
a3_sub_district,YE180821,Bani Mohammad - Al Mighlaf
a3_sub_district,YE180822,Al Mahamidah
a3_sub_district,YE180823,Bani Al Barah
a3_sub_district,YE180921,Al Jarabih As Sufla
a3_sub_district,YE180922,Al Jarabih Al Olya
a3_sub_district,YE181021,Bajil
a3_sub_district,YE181022,Al Jumadi
a3_sub_district,YE181023,Al Khalfiyah
a3_sub_district,YE181024,Ad Damir
a3_sub_district,YE181025,Al Hadariyah
a3_sub_district,YE181121,Al Qitah Al Olya
a3_sub_district,YE181122,Al Qitah As Sufla
a3_sub_district,YE181221,Bilad Ash Sharq
a3_sub_district,YE181222,Al Khuzai
a3_sub_district,YE181223,Al Mawsatah Ash Sharqiyah
a3_sub_district,YE181224,Al Mawsatah Al Gharbiyah
a3_sub_district,YE181225,Bani Sulayman - Bura
a3_sub_district,YE181226,Bani Baqi
a3_sub_district,YE181227,Bilad At Taraf
a3_sub_district,YE181321,Al Marawiah
a3_sub_district,YE181322,Al Kitabyah wa Al Waariyah
a3_sub_district,YE181323,Al Qati
a3_sub_district,YE181324,Ar Raqabah
a3_sub_district,YE181325,Ar Rabsah
a3_sub_district,YE181326,Al Qutamlah
a3_sub_district,YE181327,Ad Dumaniyah
a3_sub_district,YE181328,Bani Salah - Al Marawiah
a3_sub_district,YE181329,Al Amiriah wa Ad Duhli
a3_sub_district,YE181330,Al Falafilah
a3_sub_district,YE181421,Ad Durayhimi - Ad Durayhimi
a3_sub_district,YE181422,Al Manafirah
a3_sub_district,YE181423,Al Mashaqinah
a3_sub_district,YE181424,Al Masaid
a3_sub_district,YE181425,Al Maghalisah
a3_sub_district,YE181426,Bani Musa - Ad Durayhimi
a3_sub_district,YE181427,Al Jahbah Al Olya
a3_sub_district,YE181428,Az Zaraniq
a3_sub_district,YE181429,Al Jahbah As Sufla
a3_sub_district,YE181430,Ad Durayhimi - At Tarfah Island
a3_sub_district,YE181431,Ash Shab Island
a3_sub_district,YE181432,#N/A
a3_sub_district,YE181521,Ar Ramiyah As Sufla
a3_sub_district,YE181522,Ar Ramiyah Al Olya
a3_sub_district,YE181621,Al Manasirah
a3_sub_district,YE181622,Al Waariyah
a3_sub_district,YE181721,Bayt Al Faqih
a3_sub_district,YE181722,Al Mujamalah
a3_sub_district,YE181723,At Taraf Al Yamani
a3_sub_district,YE181724,At Taraf Ash Shami
a3_sub_district,YE181725,Al Amariyah - Bayt Al Faqih
a3_sub_district,YE181726,Bani Mohammad wa Al Maazibah
a3_sub_district,YE181727,Bani Maqbul
a3_sub_district,YE181821,Al Fawahah
a3_sub_district,YE181822,Al Marir
a3_sub_district,YE181823,Khanah
a3_sub_district,YE181824,Al Aqhuz - Jabal Ras
a3_sub_district,YE181825,Al Qahraa
a3_sub_district,YE181826,Al Ashair
a3_sub_district,YE181827,Mutawafah Olya
a3_sub_district,YE181828,Ad Dahabishah
a3_sub_district,YE181829,Dabas
a3_sub_district,YE181830,Part of Matawifah As Sufla
a3_sub_district,YE181831,Al Khan
a3_sub_district,YE181832,Al Farisi
a3_sub_district,YE181833,Bani Hatim - Jabal Ras
a3_sub_district,YE181834,Al Majarin
a3_sub_district,YE181835,Al Asakirah - Jabal Ras
a3_sub_district,YE181836,Al Kawlah
a3_sub_district,YE181837,An Nadafa
a3_sub_district,YE181838,Al Mahshur
a3_sub_district,YE181921,Hays
a3_sub_district,YE181922,Rub As Suq
a3_sub_district,YE181923,Rub Al Hadrami - Hays
a3_sub_district,YE181924,Rub Al Mahal
a3_sub_district,YE182021,Al Khawkhah
a3_sub_district,YE182022,Dawbalah
a3_sub_district,YE182023,Al Omaysi - Al Khukhah
a3_sub_district,YE182024,Hunaysh Al Kubra Island
a3_sub_district,YE182025,Hunaysh As Sughra Island
a3_sub_district,YE182033,Zuqar Island
a3_sub_district,YE182034,Siyul Hunaysh Island
a3_sub_district,YE182051,Haykuk Ash Sharqiyah
a3_sub_district,YE182121,Al Hawak
a3_sub_district,YE182221,Al Hodeidah - Al Mina
a3_sub_district,YE182321,Al Hodeidah - Al Hali
a3_sub_district,YE182421,Zabid - Zabid
a3_sub_district,YE182422,Bilad Al Ruqud
a3_sub_district,YE182423,At Taribah
a3_sub_district,YE182424,Al Qurshyah As Sufla - Zabid
a3_sub_district,YE182425,Al Mahat
a3_sub_district,YE182426,Al Masawifah
a3_sub_district,YE182427,Al Badwah
a3_sub_district,YE182428,Al Qurashyah
a3_sub_district,YE182429,Bilad As Salamah
a3_sub_district,YE182430,Al Hami - Zabid
a3_sub_district,YE182431,Ash Shabariq
a3_sub_district,YE182432,Az Zaribah
a3_sub_district,YE182433,Mahal Ash Shaykh
a3_sub_district,YE182434,Al Qaryah
a3_sub_district,YE182435,Al Muqar
a3_sub_district,YE182436,Al Habil
a3_sub_district,YE182437,Mahal Al Mubarak
a3_sub_district,YE182438,Al Murshadyah
a3_sub_district,YE182521,Al Masilah - Al Jarrahi
a3_sub_district,YE182522,Al Ayadiyah As sufla
a3_sub_district,YE182523,Ar Rakb
a3_sub_district,YE182524,Oqba wa Qurat Amir
a3_sub_district,YE182525,Al Mahariqah
a3_sub_district,YE182526,Al Abadiyah al Olya
a3_sub_district,YE182621,At Tuhayta
a3_sub_district,YE182622,Ar Rawiyah
a3_sub_district,YE182623,Al Mujahasah
a3_sub_district,YE182624,Al Maghras
a3_sub_district,YE182625,Al Matinah
a3_sub_district,YE182626,Al Qurshyah As Sufla - At Tuhayta
a3_sub_district,YE182630,Al Qirsh Island (Al Lakham)
a3_sub_district,YE190121,Rumah
a3_sub_district,YE190221,Thamud
a3_sub_district,YE190321,Al Qaff
a3_sub_district,YE190421,Zamakh wa Manwakh
a3_sub_district,YE190521,Hajar As Sayar
a3_sub_district,YE190621,Al Abr
a3_sub_district,YE190721,Al Qatn
a3_sub_district,YE190722,Wadi Sir - Al Qatn
a3_sub_district,YE190821,Shibam - Shibam
a3_sub_district,YE190921,Sah
a3_sub_district,YE191021,Sayun
a3_sub_district,YE191121,Tarim
a3_sub_district,YE191221,As Sawm
a3_sub_district,YE191321,Ar Raydah wa Qussayar
a3_sub_district,YE191421,Ad Dis
a3_sub_district,YE191521,Ash Shihr
a3_sub_district,YE191522,Al Hami - Ash Shihr
a3_sub_district,YE191621,Ghayl bin Yamin
a3_sub_district,YE191721,Ghayl Bawazir
a3_sub_district,YE191821,Saif
a3_sub_district,YE191921,Hawrah - Wadi Al Ayn
a3_sub_district,YE191922,Wadi Al Ayn
a3_sub_district,YE192021,Rakhyah
a3_sub_district,YE192121,Amd
a3_sub_district,YE192221,Ad Dulayah
a3_sub_district,YE192321,Yabuth
a3_sub_district,YE192421,Al Jul
a3_sub_district,YE192422,As Sadarah
a3_sub_district,YE192521,Brum
a3_sub_district,YE192522,Mayfa
a3_sub_district,YE192621,Al Mukalla
a3_sub_district,YE192721,Al Mukalla City
a3_sub_district,YE192821,Haridah
a3_sub_district,YE200121,Al Kumaym
a3_sub_district,YE200122,Tumih
a3_sub_district,YE200123,Bani Isa
a3_sub_district,YE200124,Ar Rashdah - Al Hada
a3_sub_district,YE200125,Nisan
a3_sub_district,YE200126,Kuman Al Muharraq
a3_sub_district,YE200127,Amas Al Jabal
a3_sub_district,YE200128,Zurajah
a3_sub_district,YE200129,Bani Qaws
a3_sub_district,YE200130,Al Malhaa
a3_sub_district,YE200131,Ash Shabtan
a3_sub_district,YE200132,Al Abasiyah
a3_sub_district,YE200133,As Sawad - Al Hada
a3_sub_district,YE200134,Al Jardah
a3_sub_district,YE200135,Kalabat Mahdharah
a3_sub_district,YE200136,Obaydah As sufla
a3_sub_district,YE200137,Bani Jamil
a3_sub_district,YE200138,Amas Ad Dila
a3_sub_district,YE200139,Bani Zaydan
a3_sub_district,YE200140,Bani Isa As Suhayd
a3_sub_district,YE200141,Thuban
a3_sub_district,YE200142,Bayt Abu Atif
a3_sub_district,YE200143,Bani Falah - Al Hada
a3_sub_district,YE200144,Kuman Sinamah
a3_sub_district,YE200145,Sublat Bani Bukhayt
a3_sub_district,YE200146,Bani Hudayjah
a3_sub_district,YE200147,Obaydah Al Olya
a3_sub_district,YE200148,An Nassrah
a3_sub_district,YE200149,Al Maghadyah
a3_sub_district,YE200221,Al Mawsatah - Jahran
a3_sub_district,YE200222,Safl Jahran
a3_sub_district,YE200223,Al Midraj
a3_sub_district,YE200224,Elu Jahran
a3_sub_district,YE200321,Al Adani - Jabal Ash sharq
a3_sub_district,YE200322,Sharqi Jabal Ash Sharq
a3_sub_district,YE200323,Adh Dhuhrah bin Qushib
a3_sub_district,YE200324,Mikhlaf Al Hada
a3_sub_district,YE200325,Mikhlaf Qaran
a3_sub_district,YE200326,Mawsatat Jabal Ash Sharq
a3_sub_district,YE200327,Qibli Bani Qushayb
a3_sub_district,YE200328,Bani Rawyah
a3_sub_district,YE200329,Qarf
a3_sub_district,YE200330,Maghrabat Bani Al Yamani
a3_sub_district,YE200331,Al Mazabah
a3_sub_district,YE200332,Dimam
a3_sub_district,YE200333,Al Humaytah
a3_sub_district,YE200334,Al Jumayhah
a3_sub_district,YE200335,Bani Huraysh
a3_sub_district,YE200336,Al Qarrah - Jabal Ash sharq
a3_sub_district,YE200337,Bani Asad - Jabal Ash sharq
a3_sub_district,YE200338,Mawsatat Bani Qushayb
a3_sub_district,YE200421,Mushik
a3_sub_district,YE200422,Al Janin Al Aali
a3_sub_district,YE200423,Al Janin As Safil
a3_sub_district,YE200424,Hasman
a3_sub_district,YE200425,Akimat Al Fituh
a3_sub_district,YE200426,Bayt Al Hajji
a3_sub_district,YE200427,Shajan
a3_sub_district,YE200428,Bayt Al Jabri
a3_sub_district,YE200429,Mabarah
a3_sub_district,YE200430,Bani Ofayr
a3_sub_district,YE200431,Najah
a3_sub_district,YE200432,Bani Jabr - Maghrib Ans
a3_sub_district,YE200433,Bani Taybah
a3_sub_district,YE200434,Bait Nassr
a3_sub_district,YE200435,Wathan
a3_sub_district,YE200436,Ash Shuaybah
a3_sub_district,YE200437,Bani Duhaym
a3_sub_district,YE200438,Al Karabah Al Olya
a3_sub_district,YE200439,Qardan
a3_sub_district,YE200440,Watih
a3_sub_district,YE200521,Bani Suwayd - Otmah
a3_sub_district,YE200522,Ala Ash Sharqi
a3_sub_district,YE200523,As Safl
a3_sub_district,YE200524,Hajarah
a3_sub_district,YE200525,Bani Ghusayn
a3_sub_district,YE200526,Rassab
a3_sub_district,YE200527,Al Mitbabah
a3_sub_district,YE200528,Ar Rabiah
a3_sub_district,YE200529,Bani Murtad
a3_sub_district,YE200530,As Safaa
a3_sub_district,YE200531,Ali Al Gharbi
a3_sub_district,YE200532,Ash Shuub
a3_sub_district,YE200533,Al Qud
a3_sub_district,YE200534,An Nasifah - Otmah
a3_sub_district,YE200535,Al Hadilah
a3_sub_district,YE200536,Al Miqranah
a3_sub_district,YE200537,An Nubatayn
a3_sub_district,YE200538,Al Qahsah
a3_sub_district,YE200539,Omar
a3_sub_district,YE200540,At Tam
a3_sub_district,YE200541,Huwayz
a3_sub_district,YE200542,Al Hawadith
a3_sub_district,YE200543,Ash Shuqr wa Dhulman
a3_sub_district,YE200544,Al Aqd Al Aali
a3_sub_district,YE200545,Al Aqd As Safil
a3_sub_district,YE200546,Tahijir
a3_sub_district,YE200547,As Salaf - Otmah
a3_sub_district,YE200548,Al Muqanzaah
a3_sub_district,YE200549,Himyar Abzaz
a3_sub_district,YE200550,Bani Az Zikri
a3_sub_district,YE200551,Lakamat Bani Al Jayshi
a3_sub_district,YE200552,Yafaah
a3_sub_district,YE200553,Ath Thulth - Otmah
a3_sub_district,YE200554,Bani Al Bahri
a3_sub_district,YE200555,Jawfah
